Player,Player ID,Team,Positions,Injury,Game,Roster Status,GP*,Bye,Fantasy Fan Pts,Rankings Pre-Season,Rankings Actual,Trends % Ros,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost
Qadir Ismail,41562,Chi,TE,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,234",732,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jabari Small,41661,Det,RB,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,540",746,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
David Martin-Robinson,41662,Ten,TE,,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,656",747,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
John Jiles,41687,NE,WR,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,417",752,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Julian Hicks,41451,Sea,WR,NA,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,463",713,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Hayden Rucci,41692,LAC,TE,,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,172",753,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Terrell Jennings,41713,NE,RB,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,690",755,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jayden Higgins,41819,Hou,WR,IR,Sun 1:00 pm @ Ind,FA,-,8,0.00,352,767,3%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mason Taylor,41827,NYJ,TE,D,Sun 1:00 pm @ Det,FA,1,13,0.00,"2,047",768,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Savion Williams,41851,GB,WR,IR-R,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,655",771,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dont'e Thornton Jr.,41892,LV,WR,IR,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,660",774,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Arian Smith,41896,NYJ,WR,IR,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,750",775,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Messiah Swinson,41463,Cle,TE,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,137",716,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Joshua Cephus,41411,Jax,WR,NA,Sun 1:00 pm vs NE,FA,-,7,0.00,"2,406",698,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Trevor Etienne,41913,Car,RB,IR-R,Sun 1:00 pm @ Cle,FA,-,5,0.00,306,781,1%,-,-,-,-,-,-,-,-,-,-,-,-,-
Lawrence Keys,41275,Buf,WR,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,416",634,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Colson Yankoff,41233,Was,TE,,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,728",619,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Michael Wiley,41234,TB,RB,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,567",621,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Frank Gore Jr.,41243,Buf,RB,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,686",625,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Bryce Oliver,41251,Hou,WR,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,519",627,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Chris Collier,41261,LV,RB,IR,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,684",631,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dayton Wade,41262,Bal,WR,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,460",632,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Xavier Johnson,41274,Cin,WR,NA,Sun 1:00 pm @ Pit,FA,-,6,0.00,"2,329",633,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ian Wheeler,41322,Buf,RB,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,564",654,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Thomas Yassmin,41397,GB,TE,IR,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,229",691,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jack Westover,41352,Was,"RB,TE",NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,745",667,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cam Grandy,41353,Min,TE,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,261",668,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Treyton Welch,41363,NO,TE,NA,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,289",673,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mason Pline,41368,KC,TE,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,225",675,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
McCallan Castles,41373,GB,TE,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,174",677,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kendall Milton,41377,Cin,RB,NA,Sun 1:00 pm @ Pit,FA,-,6,0.00,"2,559",680,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Blake Watson,41388,Ten,RB,NA,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,589",684,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dylan Sampson,41907,Cle,RB,IR,Sun 1:00 pm vs Car,FA,-,11,0.00,245,780,9%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jarquez Hunter,41919,Mia,RB,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,307,782,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Isaiah Wooden,41226,LAC,WR,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,467",617,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ulysses Bentley IV,42126,Ind,RB,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,575",844,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Josh Williams,42086,TB,RB,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,689",825,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Will Sheppard,42089,Mia,WR,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,377",827,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Garrett Greene,42091,TB,WR,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,444",828,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ahmani Marshall,42092,Car,RB,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,618",829,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Bryson Green,42100,Ari,WR,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,410",832,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Luke Grimm,42104,LAC,WR,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,470",833,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mac Dalena,42107,Buf,WR,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,334",834,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Coleman Owen,42130,Ind,WR,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,391",846,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Courtney Jackson,42071,Ten,WR,NA,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,298",819,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Josh Kelly,42150,Hou,WR,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,306",851,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Traeshon Holden,42151,Dal,WR,NA,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,461",852,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Rivaldo Fairweather,42153,Ari,TE,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,156",853,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Theo Wease Jr.,42161,LAC,WR,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,481",854,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Andrew Armstrong,42162,KC,WR,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,332",855,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
AJ Henning,42163,Mia,WR,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,397",856,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jalin Conyers,42167,Mia,TE,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,224",858,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Joaquin Davis,42072,Pit,WR,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,422",820,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Keleki Latu,42063,Buf,TE,,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,290",817,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
KeAndre Lambert-Smith,41944,LAC,WR,IR,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,671",786,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Phil Mafah,42018,NYG,RB,NA,Sun 1:00 pm vs Ten,FA,-,8,0.00,"2,595",804,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Robbie Ouzts,41961,Sea,"RB,TE",IR,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,486",787,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Devin Neal,41972,NO,RB,NA,Sun 4:25 pm vs LV,FA,-,8,0.00,314,791,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kalel Mullings,41986,Ten,RB,NA,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,577",793,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Gavin Bartholomew,41994,Min,TE,,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,218",796,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jimmy Horn Jr.,41999,Cle,WR,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,716",798,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Moliki Matavao,42006,NO,TE,IR,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,208",800,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Damien Martinez,42015,GB,RB,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,534",802,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kaden Prather,42020,GB,WR,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,480",805,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Stephen Gosnell,42062,Buf,WR,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,318",816,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Caleb Lohner,42027,Den,TE,IR-R,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,222",806,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Junior Bergen,42032,NYJ,WR,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,315",807,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Luke Lachey,42041,Hou,TE,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,173",809,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ricky White III,42042,Sea,WR,NA,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,418",810,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dominic Lovett,42043,Det,WR,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,437",811,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
JP Richardson,42047,Chi,WR,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,321",813,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jordan Moore,42057,Cin,WR,NA,Sun 1:00 pm @ Pit,FA,-,6,0.00,"2,475",814,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Hal Presley III,42060,KC,WR,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,358",815,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
JaQuae Jackson,41231,LAC,WR,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,413",618,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jeshaun Jones,41205,Min,WR,SUSP,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,381",608,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jashaun Corbin,34665,Dal,RB,NA,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,605","1,114",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Joel Wilson,40346,Ten,TE,NA,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,168",976,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brayden Willis,40261,SF,TE,,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,753",943,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Colton Dowell,40263,SF,WR,NA,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,348",945,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kenny McIntosh,40267,Sea,RB,NA,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,654",946,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ronnie Bell,40279,LV,WR,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,528",954,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Malik Cunningham,40290,Det,WR,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,421",956,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mitchell Tinsley,40313,Hou,WR,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,236",966,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ben Sims,40335,Mia,TE,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,254",973,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Elijah Cooks,40374,Car,WR,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,333",985,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Zack Kuntz,40255,Dal,TE,NA,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,180",940,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Carlos Washington Jr.,40420,Mia,RB,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,617","1,004",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Malik Heath,40445,Atl,WR,NA,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,286","1,009",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jake Bobo,40452,Sea,WR,IR,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,731","1,011",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Isaiah Winstead,40466,Pit,WR,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,402","1,017",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Shedrick Jackson,40491,Bal,WR,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,459","1,029",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ben VanSumeren,40518,KC,RB,,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,688","1,034",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brady Russell,40519,Sea,"RB,TE",,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,771","1,035",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Lew Nichols,40260,Pit,RB,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,579",942,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
A.T. Perry,40242,Den,WR,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,300",935,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Zavier Scott,40539,Chi,RB,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,662","1,042",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Charlie Jones,40158,NYG,WR,NA,Sun 1:00 pm vs Ten,FA,-,8,0.00,"2,756",882,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Maurice Alexander,34712,Chi,WR,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,341","1,136",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jayden Reed,40063,GB,WR,O,Thu 8:15 pm vs Atl,Locked In Michelle,-,11,0.00,201,835,67%,-,-,-,-,-,-,-,-,-,-,-,-,-
Luke Musgrave,40074,GB,TE,PUP-R,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,113",838,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Zach Charbonnet,40075,Sea,RB,PUP-R,Sun 1:00 pm @ Was,FA,-,11,0.00,235,839,51%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tank Dell,40097,Hou,WR,IR-R,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,099",850,18%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jalin Hyatt,40128,NYG,WR,NA,Sun 1:00 pm vs Ten,FA,-,8,0.00,"2,730",864,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tyler Scott,40141,LAR,WR,NA,Sun 8:20 pm @ Den,FA,-,11,0.00,"2,622",870,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Israel Abanikanda,40165,Dal,RB,NA,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,604",885,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Deuce Vaughn,40240,Hou,RB,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,661",933,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Justin Shorter,40167,LV,"WR,TE",IR,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,269",887,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Evan Hull,40169,Ari,RB,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,761",889,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Will Mallory,40180,Ind,TE,IR-R,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,272",896,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Eric Gray,40198,Cle,RB,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,672",907,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Andrei Iosivas,40211,Cin,WR,O,Sun 1:00 pm @ Pit,FA,-,6,0.00,279,914,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Trey Palmer,40223,NO,WR,NA,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,507",919,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Scott Matlock,40225,LAC,RB,IR-R,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,736",922,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Bryce Ford-Wheaton,40529,NYG,WR,NA,Sun 1:00 pm vs Ten,FA,-,8,0.00,"2,633","1,039",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jason Brownlee,40545,KC,WR,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,428","1,044",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Xavier Weaver,41202,Ari,WR,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,673",607,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Johnny Wilson,41089,Phi,WR,IR,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,523",555,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
DeAndre Hopkins,26650,Bal,WR,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,092",499,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Anthony Gould,41046,Ind,WR,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,786",528,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jawhar Jordan,41064,Hou,RB,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,317,539,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jha'Quan Jackson,41065,Hou,WR,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,640",540,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tanner McLachlan,41066,SF,TE,NA,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,212",541,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Casey Washington,41074,Car,WR,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,510",546,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tejhaun Palmer,41079,NE,WR,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,325",548,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brenden Rice,41098,LV,WR,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,477",559,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Audric Estime,41019,NO,RB,NA,Sun 4:25 pm vs LV,FA,-,8,0.00,313,513,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cornelius Johnson,41099,Bal,WR,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,433",561,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tahj Washington,41104,Mia,WR,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,452",566,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jaheim Bell,41106,Pit,TE,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,271",568,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Devin Culp,41120,TB,TE,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,142",576,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
John Rhys Plumlee,41135,Pit,WR,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,343",585,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mason Tipton,41188,NO,WR,PUP-R,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,669",600,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cody Schrader,41193,Den,RB,NA,Sun 8:20 pm vs LAR,FA,-,10,0.00,"2,582",602,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ainias Smith,41030,Car,WR,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,282",518,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jamari Thrash,41016,Cle,WR,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,682",511,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Xavier Gipson,40548,Phi,WR,NA,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,781","1,045",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jalen Moreno-Cropper,40774,NO,WR,NA,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,349","1,099",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Deneric Prince,40570,NE,RB,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,557","1,047",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Julian Hill,40629,NE,TE,IR,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,487","1,062",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tyrell Shavers,40630,Buf,WR,PUP-R,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,235","1,064",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jordan Mims,40631,Phi,RB,NA,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,642","1,065",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Owen Wright,40639,Hou,RB,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,574","1,069",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Travis Vokolek,40643,Ari,TE,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,157","1,070",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dylan Drummond,40737,Atl,WR,NA,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,687","1,089",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Princeton Fant,40778,Dal,TE,IR,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,203","1,102",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Isaac Guerendo,40998,SF,RB,PUP-R,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,775",503,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Lucky Jackson,40791,Det,WR,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,482","1,105",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dante Miller,40874,NYG,RB,NA,Sun 1:00 pm vs Ten,FA,-,8,0.00,"2,606","1,148",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ricky Pearsall,40892,SF,WR,IR,Sun 4:05 pm vs Ari,FA,-,8,0.00,328,"1,156",3%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ja'Lynn Polk,40914,NO,WR,NA,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,502","1,167",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jonathon Brooks,40926,Car,RB,IR,Sun 1:00 pm @ Cle,Sunday Kevin,-,5,0.00,177,"1,176",75%,-,-,-,-,-,-,-,-,-,-,-,-,-
Trey Benson,40958,Ari,RB,IR,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,086","1,194",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tip Reiman,40959,Ari,TE,PUP-R,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,659","1,195",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jared Wiley,40978,KC,TE,,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,147",494,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Bub Means,41045,Cle,WR,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,244",527,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
